Raccomandabilità,Accoglienza,Esperienza d'acquisto,Esperienza consegna,Test Drive,Qualità esperienza test drive,Overall complessivo generale,Note cliente
10,10,10,10,Si,10.0,10,"Pur con qualche difficoltà iniziale, tutto il percorso si è svolto in maniera impeccabile. Personale gentile e disponibile, anche a trovare soluzioni e opzioni alternativa. In particolare segnalo la professionalità, competenza, simpatia e capacità di ***"
9,10,9,10,Si,9.0,9,"Personale cortese, competente e disponibilissimo nel soddisfare le richieste del cliente.Un ringraziamento particolare a *** per il supporto alla vendita e a *** per le chiare informazioni alla consegna dell'auto."
10,9,8,8,Si,9.0,9,"Sono consapevole che la configurazione iniziale dell'auto sia un po'complessa, ma occorre dedicare più tempo per una completa spiegazione delle funzionalità. Io vorrei modificare alcuni parametri, ma non so come fare. Mi cimenterò in un w/e sperando di ri"
10,10,10,10,Non necessario,,10,"Competenza e gentilezza delle persone con cui mi sono interfacciato, in particolare *** e ***."
10,10,10,10,No,,10,Non ho ricevuto alcun omaggio
10,9,9,9,No,,9,Tutto molto professionale e team cordiale .
9,9,9,9,Non necessario,,9,Non a voi ma alla Toyota di migliorare il sistema Android auto che crea problemi
10,10,10,10,Si,10.0,10,Ho gradito e molto apprezzato anche il buon gusto del formaggio ottimo grazie
10,10,10,10,No,,10,Molto soddisfatto personale attento e capace.
10,9,10,9,Si,9.0,9,Avrei gradito il libretto di istruzioni possibilmente in italiano dei comandi al volante e cruscotto. Comunque soddisfatto in linea di massima di tutto.
10,10,10,9,Si,10.0,10,Continuate a servire questo livello di professionalità e cortesia anche nel post vendita.
10,9,9,10,No,,9,Nessun suggerimento
10,10,10,10,Si,10.0,10,Unico problema riscontrato la insufficienza di park per i clienti
10,10,10,10,Non necessario,,10,"Posso solo confermare le mie risposte precedenti . Posso confermare che dí auto ne ho cambiate diverse, ma vi posso confermare che con chi ho preso il mio primo contatto che ho avuto una persona oltre la professionalità ma anche l’esigenza  del cliente. ***"
10,10,10,10,Non necessario,,10,Ottima accoglienza.. Personale qualificato e disponibile a ogni possibile domanda..
10,10,10,10,Si,10.0,10,"ottimo servizio pre e post vendita degno di un brand noto per essere chiaro, trasparente e cristallino nella comunicazione continuate così, un ringraziamento particolare ad *** e *** della filiale di ***"
8,9,9,9,Non necessario,,9,L'unico propblema riscontrato nel concessionario di *** è il poco spazio per parcheggiare l'auto per i clienti. Troppe auto da consegnare ammassate ovunque. Ve lo segnalo perchè è un disagio reale per i clienti che arrivano in concessionario.
10,10,10,10,Si,10.0,10,buon servizio e particolarmente la signora *** è sempre disponibile e cooperante
9,9,9,8,Si,9.0,9,"L' auto è stata consegnata apparentemente pulita,ma in realta Era sporca ci siamo accorti di un graffio sulla parte del cruscotto lucido, che era stato lasciato opaco per non accorgersi del graffio. sulla portiera del guidatore mancanza di vernice di circ"
9,9,9,9,Si,9.0,9,Mi sarebbe piaciuto avere un omaggio riguardante l'auto. Ad esempio un tagliando omaggio...sarebbe stato più apprezzato
5,9,4,5,Si,10.0,5,Non sottovalutare aspetti apparentemente scontati nel configurare le macchine con la  i clienti
10,10,10,10,Non necessario,,10,Purtroppo non h0 ricevuto l omaggio xke era finito...passerò qualche giorno a ritirarlo...
10,10,10,10,No,,10,"La vettura viene consegnata senza il manuale di uso e manutenzione. Dalla concessionaria mi rispondono che non viene più fornito perchè va scaricato da internet. Il problema è che, pur scaricandolo in PDF, non è stampabile (si tratta di 1.116 pagine) e no"
9,9,10,9,Non necessario,,9,"Non ho ricevuto alcun omaggio. Onestamente mi sarei aspettata qualcosa , so’ che spesso le concessionarie omaggiano qualcosa. E questo dà motivo di gioia e segno di cura del cliente. Non ho chiesto nulla e forse per questo è andata così , ma se e’ omaggio"
7,10,8,3,No,,5,Avete preso appuntamento via telefono per la consegna non rispettata non sono arrivate le targhe via corriere mi sono trovato in balia delle onde senza furgone di che la notte doveva essere al mercato ortofrutticolo per fortuna risolto con un vostro respo
9,10,10,9,Non necessario,,9,Sull'omaggio dell'azienda agricola non posso fare commenti perchè non ricevuto.
10,10,10,10,Si,10.0,10,Ogni tanto il telefono non funziona
10,10,10,10,Non necessario,,10,Molto soddisfatto del acquisto
10,10,10,10,Si,10.0,9,*** E *** MOLTO CORDIALI E DISPONIBILI
10,10,10,10,Si,10.0,10,In realtà l'omaggio non mi è ancora stato consegnato perché era esaurito. Passerò a prenderlo in settimana. Per il resto mi riservo di fornire altri contributi non appena avrò adeguatamente provato l'auto. Al momento nulla da eccepire sull'organizzazione
1,6,1,1,No,,5,"Macchina sporca al ritiro, micro grafi sul carrozzeria, guarnizione danneggiate, è passato un mese da quando abbiamo firmato il contratto e la macchina non l’abbiamo ancora ritirata, visto il problema potevate darci una macchina di cortesia, proprio tratt"
10,10,10,10,,,10,Grazie della vostra disponibilità e gentilezza
10,10,10,10,No,,10,Cambiare il formaggio
10,10,10,10,,,10,"Non sono ***, sono un ex dipendente.  Togliete il mio numero. Grazie"
10,10,10,1,Si,10.0,1,Soddisfatto
9,9,9,9,Si,9.0,9,"Di avere un angolo preposto per la consegna dei veicoli nuovi,  per non fare le cose di corsa, perché ci sono in uscita le vetture dall' officina, e i proprietari pressano chiedendo se ci si mette ancora tempo. Adesso mi trovo che non riesco a sistemare i"
9,9,10,9,Si,9.0,9,"Grazie di tutto, nulla da aggiungere"
10,9,10,10,Si,10.0,9,Non ho ancora ricevuto il mio omaggio dell’ azienda agricola
10,10,10,8,Non necessario,,9,Ho acquistato un auto aziendale del sito MINI.it. Un altra concessionaria non è riuscita a farmi acquistare l'auto mentre con AUTORINO è stato tutto semplice e mi sono state fornite le informazioni richieste dall'ottimo venditore ***. Ho avuto p
10,10,10,10,Si,10.0,10,continuate così
10,10,10,10,Si,10.0,10,personale attento e cordiale e disponibile
10,10,10,10,Si,10.0,10,Il Signor *** è stato persona molto gentile e competente.
10,10,10,10,Non necessario,,10,"Il personale della concessionaria è molto gentile e professionale , un particolare plauso per il venditore *** . Grazie"
9,9,9,9,Non necessario,,9,Tutto il personale è molto preparato ed estremamente gentile. È davvero un piacere parlare con loro.
10,10,10,10,Non necessario,,10,"Desidero ringraziare per la professionalità, la disponibilità e la cortesia con cui *** mi ha accompagnato nel percorso di acquisto della mia nuova auto presso Autotorino Vercelli. Complimenti per la sua competenza e per aver saputo guidarmi con chi"
10,10,10,10,Non necessario,,10,*** *** meravigliosi
10,10,10,10,Si,10.0,10,"Ringrazio lo staff, e la Sig.ra *** per la disponibilità e la chiarezza nella consegna dell’auto"
10,10,10,10,Si,10.0,10,avrei preferito che mi fosse chiesto di visionare il mezzo in permuta prima della consegna
10,10,10,10,Non necessario,,10,"Alla concessionaria AutoTorino di ***, mi sono sentita davvero coccolata. La consulenza di ***, e il servizio di consegna da parte di *** sono stati eccellenti. Il buono per un pranzo degustazione e l’omaggio della Fiorida sono una vera coc"
10,10,10,10,Si,10.0,10,"Diciamo che dire eccezionali è molto riduttivo, sono eccellenti educati premaurosi disponibili a partire dall accettazione al venditore alle segretarie un team fantastico mai stata così contenta e felice. Grazie di tutto cuore siete il TOP"
10,10,10,10,Non necessario,,10,"*** e *** preparatissime, educartissime e gentilissime. Anche la ragazza che mi ha spiegato auto della quale non ricordo purtroppo il nome era molto preparata e gentile e ben conosceva il modello dell'auto."
10,10,10,10,Si,10.0,10,"Sono una persona molto meticolosa e attenta in ogni dettaglio soprattutto se si tratta di acquisti così importanti,ma posso dire che l'esperienza che ho vissuto per l'acquisto del veicolo e stata sopra ogni aspettativa soprattutto grazie alla gentilezza e"
9,9,9,8,No,,9,"In generale l’intera organizzazione è eccellente e professionale, in particolare il consulente alla vendita che mi ha seguita. Avrei preferito che lo stesso  si fosse occupato anche della consegna della vettura ."
10,10,10,10,Si,10.0,10,Sono stati tutti veramente fantastici
10,10,10,10,Non necessario,,10,"I miei suggerimenti non sono necessari perché ho visto la vostra professionalità e cortesia , continuate pure così perché siete perfetti"
10,10,10,10,Si,10.0,10,Per ora pienamente soddisfatta
10,10,10,10,Si,10.0,10,Molto professionali ed empitici
10,10,10,10,Si,10.0,10,Nessun suggerimento tutto impeccabile grazie ancora
10,10,10,10,Si,10.0,10,Personale competente e hanno fatto un ottimo.sono veramente soddisfatto della macchina che ho acquistato.mi trovo benissimo e infatti ho già deciso che la prossima volta sarà una lexus
10,10,10,10,Non necessario,,10,"Nulla da dire, sono molto soddisfatto di come si sono svolte tutte le fasi di acquisto e di ritiro della autovettura Mercedes.Aggiungo un grazie e un saluto a tutto il personale che mi ha assistito. A presto ***"
10,10,10,10,Si,10.0,10,Un grazie particolare a *** per la sua professionalità e da  interagire con i clienti sentendoli sempre a proprio agio è una persona molto gentile e professionale Grazie ***
10,10,10,10,Non necessario,,10,TUTTO OK
10,10,10,10,Si,10.0,10,Ho trovato tutte persone disponibili e ben organizzato.tutto si è svolto nei migliore dei modi Grazie ***
10,10,10,10,No,,10,"Ho preso recentemente una EQA250+. La ricarico con la presa Shuko di casa (contatore a 3 kW). Il trasformatore che date a corredo accetta fino a 1,6 kW. È impossibile caricare in tempi decenti con un ""limitatore"". Dovete fare in modo che prelevi più poten"
9,9,9,9,Si,9.0,9,Perizia usato al momento della valutazione iniziale
9,9,9,9,Si,9.0,9,Sara'gradita una cortese attenzione Vostra in caso di assistenza e manutenzione.
10,10,10,10,No,,10,Soddisfacente vettura
5,9,3,3,No,,6,Bisogna essere chiari con il cliente cosa che autotorino non è stato capace di fare pur di vendere l'auto sono state dette cose non vere..come spiegazione auto troppo veloci l'auto consuma tantissimo specialmente in elettrico
10,10,10,10,Si,10.0,10,Personale estremamente cordiale e che ti mettono a tuo agio. La preparazione dei vari operatori è notevole e rispondono ad ogni domanda senza esitazione. Autosalone veramente confortevole e molto ben gestito
10,10,10,10,Si,10.0,10,Nessun omaggio fa azienda agricola la Florida
10,10,10,10,Non necessario,,10,I venditori  migliori  che io abbia  mai  incontrato  nelle varie  esperienze  che ho avuto. Per me' sono i n 1
10,10,10,10,Non necessario,,10,La tempistica delle mail da Toyota non corrispondono alla reale situazione di arrivo in concessionaria e tempi di consegna
9,9,9,10,No,,9,Tutto ok
10,10,10,10,Si,10.0,10,"nessuno, concessionaria che funziona in tutti gli aspetti e non e' scontato. ho comprato nella mia vita auto da centinaia di migliaia di euro, porsche lamborghini etc e spesso il trattamento non e' stato all'altezza, da voi ho acquistato una macchina da 3"
10,10,10,10,,,10,"Non ho ancora ricevuto l'omaggio dell'azienda agricola La Fiorida, quindi non posso ancora giudicare"
6,9,9,5,No,,6,"Fino alla vendita tutto perfetto, al ritiro anomalie segnalate trame email presso la sede centrale Autotorino"
10,10,10,10,No,,10,"Il personale con il quale abbiamo avuto rapporti (venditore, colui che ha gestito la consegna e la persona che ci ha fatto un dettagliato “corso” di istruzione per l’uso) è stato ampiamente all’altezza del loro compito sia per la loro competenza che la lo"
10,10,10,10,Si,9.0,10,Tutto perfetto Non so cosa sia l’omaggio dell’azienda agricola La Florida
10,10,10,10,Si,10.0,10,Libretto istruzioni Toyota Yaris non completo e con altri modelli diversi
10,10,10,10,No,,10,Probabilmente è difficile realizzarlo ma offrire una prova del modello di vettura scelto potrebbe alzare il livello di soddisfazione e di scelta finale
10,10,10,10,Si,10.0,10,Tutto il personale è eccezionale....*** in particolare è amorevole..... Grazie di tutto
9,9,9,9,Non necessario,,9,Tutto bene.
10,10,10,10,Non necessario,,10,"Cortesia e professionalità, questo è quello che ho trovato nella mia esperienza."
10,10,10,10,Non necessario,,10,Personale competente e preciso senza giri di parole e perdita di tempo… oltretutto molto cordiali e disponibili
10,10,10,10,Si,10.0,10,"Non conosco l'azienda ""la florida""."
10,10,10,10,No,,10,"Ottima impressione che spero sia confermata in post vendita ( tagliandi, assistenza, etc)."
10,10,10,10,Non necessario,,10,*** sempre al top! Impeccabile sotto ogni aspetto
10,10,10,10,Non necessario,,10,Nulla da aggiungere ottimo servizio
1,4,1,4,Si,9.0,2,Non ho ricevuto nessun omaggio al momento. Ritengo poco professionale la valutazione dell’usato fatta con successiva richiesta di denaro dopo atto di vendita. Avrei valutato altre concessionarie ad averlo saputo prima. In aggiunta mi è stato richiesto un
10,10,10,10,Si,10.0,10,Professionalità e disponibilità del personale sia x la vendita che x la consegna dell'auto
5,8,5,4,Non necessario,,6,Tempo d'attesa per la consegna alla filiale a me più vicina stimato in 10 gg lavorativi . Tempo non rispettato e ancora in attesa di ricevere la vettura. Nel frattempo però il pagamento è stato tempestivo. Dalla data del pagamento (effettuato tempestivame
10,10,10,10,Si,10.0,10,Coccolate di più il cliente xché comprare una Mercedes non è una spesa semplice. Ok
9,9,9,9,Si,9.0,9,ho un problema col cavo di ricarica Schucko. spero di risolverlo presto in garanzia presso un'altra concessionaria nella mia area di residenza (Padova). saluti
10,10,10,10,No,,10,Professionalità gentilezza e disponibilità super.
10,10,10,10,Non necessario,,10,"Congratulazioni per l'ottimo customer care. *** è stato molto disponibile e professionale sin dai primi momenti, presente e meticoloso nel fornire tutte le informazioni richiestegli e abbiamo sempre percepito un interesse genuino nel voler fornire un"
10,10,10,10,No,,10,"Personale molto professionale e gentile, disponibile a spiegare in dettaglio tutto l'iter burocratico e nella descrizione dell'utilizzo della vettura. Grazie. Sono molto soddisfatta."
5,9,5,8,Si,9.0,6,"Venditore deve essere più trasparente.Mi aveva assicurato che avrei avuto la vettura chiavi in mano a fine maggio, ma in realtà è che a fine maggio la vettura è arrivata in Italia, per cui mi e stata consegnata a fine giugno. Non è stato spiegato bene la"
9,9,9,9,No,,9,Sono stati molto gentili
10,10,10,10,Si,10.0,10,"Mi sono trovata molto bene con le persone  che ho incontrato, ***, *** e *** sono molto professionali , preparati e gentili."
5,9,5,10,Si,10.0,6,"PERDITA DI TEMPO(DUE SETTIMANE) PER ERRORE LOGISTICA, TRA UNA SEDE E UNA ALTRA SEDE NELLO SPOSTAMENTO DELLA MIA AUTOVETTURA NUOVA CREANDOMI UN GROSSO DISAGIO. IO SONO INVALIDO E NON POSSO GUIDARE MACCHINE SENZA ADATTAMENTI"
10,10,10,10,No,,8,"La possibilità di un giro di prova avrebbe forse aiutato maggiormente nella scelta, ma è stata comunque un’ottima esperienza di acquisto. Il giudizio ha 5 gradi di valutazione, ma solo con il punteggio pieno 5/5 si raggiunge la sufficienza: questo è cert"
10,10,9,10,Si,9.0,9,"Per quanto riguarda la trattativa è la consegna auto nessun problema personale preparato e disponibile. L'unico neo è che, nonostante mi fosse stato promesso l'omaggio, al momento del ritiro dell'auto eravate restati senza. Mi è stato promesso che appena"
10,10,10,10,Non necessario,,10,Soddisfatto dell’acquisto. *** è stato molto esaustivo e gentile nell’accontentare le mie richieste. Per le prossime vetture mi rivolgerò direttamente a lui.
10,10,10,10,Si,10.0,10,Non saprei dare un suggerimento. Va bene così
10,10,10,10,Non necessario,,10,Professionalità e gentilezza. Tutto OK!
10,10,10,10,Si,10.0,10,Complimenti alla concessionaria di Portogruaro
9,9,9,9,Si,9.0,9,Attesa della moto molto lunga Oltre le attese e le promesse
10,10,10,10,Si,10.0,10,"Davvero complimenti al Vostro Consulente Commerciale (***). Un professionista con la P maiuscola, sempre disponibile e con una grande competenza ed esperienza. Mi ha saputo consigliare molto bene.  Bravissima anche la Vostra Consulente Con"
10,9,10,10,Si,9.0,10,complimenti a *** e ***
10,10,10,10,Si,10.0,10,Ottimo
10,10,10,10,No,,10,Come detto verbalmente il personale è stato impeccabile in fase di consegna. Lamento però forti ritardi nella consegna delle due autovetture. Qualcosa non ha funzionato nello scarico delle auto presso la vostra concessionaria e questo ha causato a me e al
10,10,10,10,Si,10.0,10,Ringrazio *** e *** e tutto lo staff. I formaggi sono buonissimi e davvero una bella sorpresa
4,2,4,2,No,,2,Tempistiche inadatte
9,9,9,5,Non necessario,,9,"L'auto non mi è ancora stata consegnata, chiedete una valutazione solo dopo l'effettiva consegna altrimenti sono tutti ""5"""
8,9,9,9,Si,9.0,9,"Ho sempre avuto notevole difficoltà ai contatti telefonici, soprattutto passando dal numero di centralino."
10,10,10,10,Non necessario,,10,"Tutti bravissimi, reception i tecnici, particolare ringraziamento a ***, ottimo professionista"
2,2,2,1,Si,8.0,4,"Abbiamo prenotato l’auto a dicembre, con consegna prevista a maggio. Nonostante una modifica (rimozione del tetto solare) ci avessero detto avrebbe causato ritardi, l’auto è arrivata il 2 maggio. Ho completato i documenti il 14 maggio, ma siamo stati chia"
10,10,10,10,Si,10.0,10,super customer care dall'inizio alla fine
9,9,9,8,Si,9.0,9,Manca ancora la seconda chiave e i paraspruzzi concordati all atto di vendita.
8,10,10,8,No,,10,Il formaggio che mi è stato donato era avariato dal caldo!! Cercate di conservare meglio il prodotto che offrite!! Sembra soltanto uno sgarbo e non un omaggio dell’azienda!! In sostanza astenetevi dall’omaggiate formaggio guasto!! Per il Gin nulla da osse
10,10,10,10,Si,10.0,10,"Autotorino Varese per quanto mi riguarda supera nettamente i competitor interni ed esterni. Umiltà,velocità, trasparenza. Complimenti!"
10,10,10,10,No,,10,"Credo questa sia la mia terza auto che acquisto da Autotorino BG. Vorrei esprimere i miei ringraziamenti a ***, il quale si rende ogni volta disponibile per ogni tipo di domanda o richiesta. Well done, auto fantastica. Grazie mille"
10,10,10,10,Non necessario,,10,"Non ho potuto collegare il mio telefono ad Android auto e quindi anche a Hyundai bluelink perché il telefono è troppo vecchio e non ha un' antenna 5G. Appena avrò un telefono nuovo, farò entrambe le cose"
10,10,10,10,Non necessario,,10,"Siamo stati seguiti dall' acquisto alla consegna da operatori molto competenti, professionali e cortesi."
10,10,10,10,Non necessario,,10,Molto cordiali e disponibili
10,10,10,10,Non necessario,,10,Unico neo la mancanza di un auto di cortesia dopo la rottamazione mia auto..e attesa breve auto nuova
10,10,10,10,Non necessario,,10,"Nessun suggerimento, tutto ok."
10,10,10,10,Si,10.0,10,Sono rimasta piacevolmente sorpresa dell’omaggio peccato sia distante il ristorante. In generale per ora soddisfatta del trattamento in concessionaria.
10,10,10,10,Si,9.0,10,sodisfatto
10,10,10,10,Non necessario,,10,Impossibile riceve un servizio migliore Soddisfatto in ogni ambito Felice della scelta fatta Grazie ancora
9,10,9,10,Si,9.0,9,Non trovo corretto che venendo a visionare e provare personalmente la vettura mi sia stato fatto un preventivo di 2100 euro superiore rispetto ad un preventivo richiesto qualche giorno dopo via telefono per la stessa identica auto.
6,9,5,9,Si,9.0,5,Buongiorno pensavo come mi hanno detto in sede bmw mini che mi fosse dato come omaggio nell azienda Florida come favore per il malinteso per aquisto della vettura visto che nel primo preventivo fatto ( richiesta passata del finanziamento) dopo 2 gior
10,10,10,10,,,10,Eccellenti in ogni dove . Mi auguro di continuare
10,10,10,10,Si,10.0,10,"Buongiorno a tutto il Team Autotorino Yunday di Castellanza ho voluto dare 10 a tutte le voci PERCHÉ ho trovato dal primo momento che ho messo piede all'interno della concessionaria Yunday Autotorino di Castellanza un ambiente familiare , accogliente , g"
10,10,2,10,Si,10.0,10,"Mi è stato detto che il buono aveva validità 6 mesi mentre sullo stesso c è 3 mesi , e’ possibile prolungarlo? Comunque è stato molto gradito abbiamo intenzione di passare weekend in autunno"
10,10,10,10,Si,10.0,10,Personale veramente gentili e preparati Si sono prodigati in modo eccellente per soddisfare le mie richieste e risolvere delle problematiche che ho avuto in fase di assicurazione proponendomi alternativa molto gradita Una menzione speciale a ***
10,10,10,10,Non necessario,,10,Sempre al top nel servizio e qualità .. grazie
8,9,9,5,No,,5,"Buona sera,ho acquistato un BMW R1300 GS , che è stata immatricolata il 31/05/2025 ,con la rassicurazione che mi sarebbe stata consegnata entro circa 10 gg. Ad oggi 19/06 dopo tre spostamenti di data non conosco ancor la data di consegna. Il concessiona"
10,10,10,10,Si,10.0,10,Non ho ricevuto omaggio azienda agricola:-)
10,10,10,10,Non necessario,,10,"Personale competente ed estremamente gentile. L’omaggio che mi è stato fatto, lo considero la ciliegina sulla torta."
9,10,9,9,Si,10.0,9,No commento
10,10,10,10,Non necessario,,10,Tanta cortesia gentilezza Mi
10,10,10,10,Si,10.0,10,Sono pienamente soddisfatta proporrò ai miei conoscenti e amici di affidarsi al vostro servizio
1,1,1,1,No,,1,Dovreste dire al vostro personale che delle persone devono avere rispetto ed educazione nei confronti di chi non conoscono ed di non essere arroganti sopratutto quando si chiede via mail delucidazione senza avere risposte e nemmeno quando di è lì presenti
10,10,10,10,Non necessario,,10,"Volevo segnalare il vostro venditore ***,l che con la sua professionalità simpatia ed empatia ha reso l’acquisto di una auto una esperienza molto piacevole, infatti lo consiglio a tutti i miei pz che utilizzano Mercedes ."
10,10,10,9,Si,10.0,10,Purtroppo l’omaggio conteneva alimenti scaduti 🙃 tutto il resto nulla da dire
10,10,10,10,Non necessario,,10,Nessuno và bene così
10,10,10,10,Si,10.0,10,"contenti voi.. tutto il massimo, niente di meno..che senso ha?   buon lavoro comunque,cordiali saluti ***"
10,10,10,10,Non necessario,,10,Non ho ricevuto nessun omaggio della azienda agricola “la Florida”
10,9,9,9,,,9,Satisfied molto bene
9,9,10,9,Si,9.0,9,Insistere di più con la casa madre sul rispetto della data di consegna
2,4,4,10,Si,10.0,5,Sono soddisfatto dell'auto ma ho avuto discussioni per la consegna dell'auto. Chiamatemi pure che vi spiego. *** È assurdo essere stato trattato così in palese violazione delle condizioni contrattuali. Attendo Vs gentile riscontro
10,10,10,10,Si,10.0,10,"All Sig.*** Mi permetto di fare qualche considerazione.Grazie per l' inaspettato invito presso la sua azienda di Sondrio Voglio spendere due parole per il suo team di Tavernerio molto professionale collaborante e simpatico.Ne  tenga conto, non"
10,10,10,9,Si,9.0,9,"Nel complesso dico di essere favorevolmente soddisfatto, ancora non ho familiarizzato bene con tutte i dispositivi istallati. alcuni sono intuitivi ma altri richiedono l'approfondimento e lo studio sul libretto di uso e manutenzione, CHE NON E'A CORREDO,"
10,10,10,10,Non necessario,,10,Tutto perfetto dal concessionario alla consegna!
5,8,9,1,No,,5,"Il mio giudizio nn è sulla cortesia e preparazione del personale che reputo ottima, ma sulla consegna.della vettura saldata 15 gg fa e prontamente immatricolata peccato che la mini sia ancora.a Verona così mi hanno detto. Lascio.a voi le conclusioni grazi"
10,10,10,10,Non necessario,,10,"Ci tengo a precisare che il mio consulente commerciale di riferimento, ***, è stato determinante nella scelta dell’acquisto della mia Sportage. Preparato ma soprattutto gentile, educato ed EMPATICO. Bravo bravo bravo."
8,9,9,9,Si,9.0,9,"La mia speranza è che il cliente venga seguito come prima, durante ma soprattutto dopo!"
9,9,9,9,Non necessario,,9,Sodissfatto
9,9,9,9,No,,10,Sono stati moltibravi sono contenta
10,10,10,10,Si,10.0,10,Professionale ottimo assistenza. a presto  ciao
10,10,10,10,Si,10.0,10,"Tutti 10 perché Davvero Efficienti, gentili e professionali prima durante e nella consegna. In particolare *** e ***. Saluti ***"
1,8,1,1,No,,1,"penso che serietà e chiarezza siano la base in tutto, non solo nel mondo del lavoro. purtroppo queste caratteristiche non stanno di casa nella concessionaria di ***. ***"
10,10,10,10,Si,10.0,10,"Ringraziamo di cuore per l’assistenza e la cortesia delle persone che ci hanno seguito, come ***, *** e ***."
10,10,10,10,Si,10.0,10,"Servizio ottimo, grande cortesia e disponibilità."
10,10,9,10,Si,10.0,10,Tutto TOP...continuate così
10,10,10,9,Si,10.0,10,"Faccio i miei complimenti alla professionalità del nostro responsabile, nella persona di ***, per la pazienza e le disponibilità avuta."
10,10,10,10,Si,10.0,10,Molto bene per la cortesia e la disponibilità per affrontare i piccoli problemi inerente la mancanza dei bauli buon lavoro in particolare Ringraziamento a *** *** ... con la speranza che i bauli arrivino al più presto
8,8,10,10,Non necessario,,9,Non ho ricevuto omaggio azienda agricola *** ***
10,10,10,9,Non necessario,,10,Non ho ricevuto nessun omaggio
10,10,10,10,Non necessario,,10,Suggerisco di regalare un bel portachiavi con marchio MERCEDES
10,9,10,10,Non necessario,,10,Personale qualificato gentile e veloce Raccomando autotorino bmw motorrad
10,10,9,10,No,,10,"In fase di ritiro della nuova auto, su mia richiesta sono stati provati i tergicristalli e quelli anteriori non funzionavano perché mancava un fusibile. Prontamente è arrivato l'incaricato dell'officina che ha risolto il problema. Per il resto è andato"
10,10,10,10,Non necessario,,10,C'è stato un po di ritardo nella consegna del mezzo ma per il resto tutto perfetto.
9,9,9,9,Si,9.0,9,Sono rimasta soddisfatta del servizio : dall’approccio iniziale con il venditore a tutti gli incontri con altro personale nei momenti successivi fino al ritiro.
10,10,10,10,Si,10.0,10,Sarebbe stata gradita anche una T-shirt  B M W da regalarmi visto che ho comprato una moto nuova
10,10,10,10,Non necessario,,10,"Gentilezza e professionalità, grazie ancora."
10,10,10,10,No,,10,Niente da dire tutto bene grazie
9,9,9,1,Si,9.0,9,"L’auto è arrivata in sede il *** e pronta da ritirare dalla scorsa settimana, già partita la prima rata del finanziamento ma non c’era possibilità di ritirarla per diversi giorni. Ho programmato il ritiro per giovedì *** ma ho un problema e vorrei anti"
9,9,10,10,Si,9.0,9,"Un particolare ringraziamento a ***, professionale, preparato…ottimo commerciante"
10,10,10,10,Si,10.0,10,"Buona sera racconto  la mia esperienza , ho incontrato in autosalone BYD *** *** un ragazzo dalla pazienza infinita , L’ho tartassato di almeno10000 domande diverse , ad ogni mio dubbio e perplessità di un auto ibrida *** è riuscito a trasmettermi"
10,10,10,10,Non necessario,,10,Avete dei venditori competenti alla altezza del proprio lavoro ringrazio tutti x l'accoglienza grazie mille a tutti signora *** *** ***
9,9,9,6,Non necessario,,9,in fase di consegna non è stato dedicato il tempi necessario per le spiegazioni tecniche dovute:diverse funzioni dell'auto sono state omesse (per ragioni di tempo?)
10,10,10,10,Non necessario,,10,Pienamente soddisfatta
10,10,10,10,Non necessario,,10,Tutto ok nessun suggerimento
10,10,10,10,,,10,Tutto bene ma evitate di mandare il cliente all’agenzia esterna per firmare la vendita e lasciare il libretto della vecchia macchia. E’ alquanto disagevole
10,10,10,10,Si,10.0,10,"Molto professionali e gentili subito al momento del primo appuntamento per acquisto della vettura, complimenti.."
9,9,9,9,Si,9.0,9,Non ho ricevuto nessun omaggio floreale
10,10,10,10,Si,10.0,10,"tutto perfetto! *** *** il venditore è stato davvero professionale preciso puntuale. Sig.***, che ha seguito la consegna della nuova auto è stata bravissima, e ha dedicato tutto il tempo necessario alle varie spiegazioni."
2,2,2,2,No,,5,Insoddisfatta del personale in ufficio. Gentile il sig. ***
10,10,10,10,Non necessario,,10,"Bellissima, facile da guidare, pienamente soddisfatto !!!"
10,10,10,10,Si,10.0,10,Grazie per la cortesia e professionalità di tutto il personale con cui ho avuto contatti
10,10,10,10,Non necessario,,10,Toiota e toiota 🧐✋
10,10,10,10,Non necessario,,10,O fatto 80km è già in riparazione dà voi.
10,10,10,10,Non necessario,,10,"Grande cortesia e disponibilità da parte di tutti gli addetti, ottimo customer care"
10,10,10,10,Non necessario,,10,Complimenti a *** e a *** per la professionalità dimostrata in fase di trattativa e consegna.
10,10,10,10,No,,10,"Suggerirei un libretto di istruzioni cartaceo. Nel complesso consulenza professionale, disponibilità e gentilezza. Ottimo direi. Grazie"
10,10,10,10,Si,10.0,10,*** e *** e *** super !!!!
10,10,10,10,Si,10.0,10,Complimenti al venditore *** consiglio
1,1,1,1,No,,1,Peggiore esperienza di acquisto della mia vita. Non ho ancora avuto L'auto.
10,10,10,10,Si,10.0,10,Personale molto gentile…un grazie ad *** per la sua disponibilità
9,10,9,10,Non necessario,,10,"La vettura è oltre le mie aspettative, perfetta Ottimi i formaggi in omaggio"
10,10,10,10,Si,10.0,10,"Molto soddisfatto, personale professionale e serio, ho avuto risposte e disponibilità alle mie richieste....avrete sempre recensioni positive da me, grazie...."
10,10,10,10,Si,10.0,10,Tutto perfetto ottimo servizio cortesia e professionalità
